YUGIPEDIA CARD TITLE=2269,_O,ID,QTD,SET,COD,Name,Rarity,CARD1,CARD2,TYPE1,TYPE2,Attrib,LV,ATK,DEF,DescEffect,Link,IMG_URL,LIMIT,=IMAGE(S1),detecta duplicatas,0
Magician of Faith,1710,181,,SBC1,ENF08,Magician of Faith,Common,Monster,Effect,Spellcaster,Flip,LIGHT,1,300,400,FLIP: Target 1 Spell in your GY; add that target to your hand.,https://yugipedia.com/wiki/Magician_of_Faith,https://ms.yugipedia.com//thumb/c/c9/MagicianofFaith-SBC1-EN-C-1E.png/300px-MagicianofFaith-SBC1-EN-C-1E.png,4,,SBC1ENF08Magician of FaithCommon,1
Mask of Darkness,1711,264,,SBC1,ENF09,Mask of Darkness,Common,Monster,Effect,Fiend,Flip,DARK,2,900,400,FLIP: Target 1 Trap in your GY; add that target to your hand.,https://yugipedia.com/wiki/Mask_of_Darkness,https://ms.yugipedia.com//thumb/9/97/MaskofDarkness-SBC1-EN-C-1E.png/300px-MaskofDarkness-SBC1-EN-C-1E.png,4,,SBC1ENF09Mask of DarknessCommon,1
Sphere Kuriboh,1712,148,,SBC1,ENF10,Sphere Kuriboh,Common,Monster,Effect,Fiend,,DARK,1,300,200,"When an opponent's monster declares an attack: You can send this card from your hand to the GY; change the attacking monster to Defense Position. When you Ritual Summon, you can banish this card from your GY as 1 of the monsters required for the Ritual Summon.",https://yugipedia.com/wiki/Sphere_Kuriboh,https://ms.yugipedia.com//thumb/9/97/SphereKuriboh-SBC1-EN-C-1E.png/300px-SphereKuriboh-SBC1-EN-C-1E.png,4,,SBC1ENF10Sphere KuribohCommon,1
Ledger of Legerdemain,1713,1235,,SBC1,ENF11,Ledger of Legerdemain,Common,Spell,Normal,,,,,,,"Banish 3 cards from the top of your Deck, face-down. During your 3rd Standby Phase after this card's activation, add all 3 cards to your hand. You can only activate 1 ""Ledger of Legerdemain"" per turn.",https://yugipedia.com/wiki/Ledger_of_Legerdemain,https://ms.yugipedia.com//thumb/e/e3/LedgerofLegerdemain-SBC1-EN-C-1E.png/300px-LedgerofLegerdemain-SBC1-EN-C-1E.png,4,,SBC1ENF11Ledger of LegerdemainCommon,1
Allure of Darkness,1714,456,,SBC1,ENF12,Allure of Darkness,Common,Spell,Normal,,,,,,,"Draw 2 cards, then banish 1 DARK monster from your hand, or, if you do not have any in your hand, send your entire hand to the GY.",https://yugipedia.com/wiki/Allure_of_Darkness,https://ms.yugipedia.com//thumb/e/ed/AllureofDarkness-SBC1-EN-C-1E.png/300px-AllureofDarkness-SBC1-EN-C-1E.png,2,,SBC1ENF12Allure of DarknessCommon,1
Twister,1715,172,,SBC1,ENF13,Twister,Common,Spell,Quick-Play,,,,,,,"Pay 500 LP, then target 1 face-up Spell/Trap on the field; destroy that target.",https://yugipedia.com/wiki/Twister,https://ms.yugipedia.com//thumb/8/81/Twister-SBC1-EN-C-1E.png/300px-Twister-SBC1-EN-C-1E.png,4,,SBC1ENF13TwisterCommon,1
Night Beam,1716,274,,SBC1,ENF14,Night Beam,Common,Spell,Normal,,,,,,,Target 1 Set Spell/Trap your opponent controls; destroy that target. Your opponent cannot activate the targeted card in response to this card's activation.,https://yugipedia.com/wiki/Night_Beam,https://ms.yugipedia.com//thumb/0/08/NightBeam-SBC1-EN-C-1E.png/300px-NightBeam-SBC1-EN-C-1E.png,4,,SBC1ENF14Night BeamCommon,1
Nobleman of Crossout,1717,626,,SBC1,ENF15,Nobleman of Crossout,Common,Spell,Normal,,,,,,,"Target 1 face-down monster on the field; destroy that target, and if you do, banish it, then, if it was a Flip monster, each player reveals their Main Deck, then banishes all cards from it with that monster's name.",https://yugipedia.com/wiki/Nobleman_of_Crossout,https://ms.yugipedia.com//thumb/b/b1/NoblemanofCrossout-SBC1-EN-C-1E.png/300px-NoblemanofCrossout-SBC1-EN-C-1E.png,4,,SBC1ENF15Nobleman of CrossoutCommon,1
Pineapple Blast,1718,1236,,SBC1,ENF16,Pineapple Blast,Common,Trap,Normal,,,,,,,"When you Normal Summon a monster, if your opponent controls more monsters than you do: Your opponent chooses monster(s) they control, equal to the number of monsters you control, then you destroy all of their monsters they did not choose.",https://yugipedia.com/wiki/Pineapple_Blast,https://ms.yugipedia.com//thumb/3/33/PineappleBlast-SBC1-EN-C-1E.png/300px-PineappleBlast-SBC1-EN-C-1E.png,4,,SBC1ENF16Pineapple BlastCommon,1
Metalmorph,1719,261,,SBC1,ENF17,Metalmorph,Common,Trap,Normal,,,,,,,"Target 1 face-up monster on the field; equip this card to that target. It gains 300 ATK/DEF. If it attacks, it gains ATK equal to half the ATK of the attack target, during damage calculation only.",https://yugipedia.com/wiki/Metalmorph,https://ms.yugipedia.com//thumb/2/2e/Metalmorph-SBC1-EN-C-1E.png/300px-Metalmorph-SBC1-EN-C-1E.png,4,,SBC1ENF17MetalmorphCommon,1
Michizure,1720,174,,SBC1,ENF18,Michizure,Common,Trap,Normal,,,,,,,"When a monster is sent from the field to your GY, even during the Damage Step: Target 1 monster on the field; destroy it.",https://yugipedia.com/wiki/Michizure,https://ms.yugipedia.com//thumb/9/9e/Michizure-SBC1-EN-C-1E.png/300px-Michizure-SBC1-EN-C-1E.png,4,,SBC1ENF18MichizureCommon,1
The Forceful Checkpoint,1721,225,,SBC1,ENF19,The Forceful Checkpoint,Common,Trap,Normal,,,,,,,"When an opponent's monster declares an attack: Look at your opponent's hand, and if there is a Monster Card, negate the attack, then discard 1 monster from their hand (your choice).",https://yugipedia.com/wiki/The_Forceful_Checkpoint,https://ms.yugipedia.com//thumb/3/3b/TheForcefulCheckpoint-SBC1-EN-C-1E.png/300px-TheForcefulCheckpoint-SBC1-EN-C-1E.png,4,,SBC1ENF19The Forceful CheckpointCommon,1
Floodgate Trap Hole,1722,391,,SBC1,ENF20,Floodgate Trap Hole,Common,Trap,Normal,,,,,,,When your opponent Summons a monster(s): Change that monster(s) to face-down Defense Position. Monsters changed to face-down Defense Position by this effect cannot change their battle positions.,https://yugipedia.com/wiki/Floodgate_Trap_Hole,https://ms.yugipedia.com//thumb/2/26/FloodgateTrapHole-SBC1-EN-C-1E.png/300px-FloodgateTrapHole-SBC1-EN-C-1E.png,1,,SBC1ENF20Floodgate Trap HoleCommon,1
Chow Sai the Ghost Stopper,1723,1237,,SBC1,ENG02,Chow Sai the Ghost Stopper,Common,Monster,Effect,Spellcaster,,DARK,4,1900,800,Neither player can activate the effects of Spell/Trap Cards in the GY. If this card is sent from the field to your GY: You can target 1 Spell/Trap in your opponent's GY; banish it.,https://yugipedia.com/wiki/Chow_Sai_the_Ghost_Stopper,https://ms.yugipedia.com//thumb/8/87/ChowSaitheGhostStopper-SBC1-EN-C-1E.png/300px-ChowSaitheGhostStopper-SBC1-EN-C-1E.png,4,,SBC1ENG02Chow Sai the Ghost StopperCommon,1
Chow Len the Prophet,1724,1238,,SBC1,ENG03,Chow Len the Prophet,Common,Monster,Effect,Spellcaster,,FIRE,4,1800,200,"Once per turn: You can declare either Spell or Trap, then target 1 Set card in your opponent's Spell & Trap Zone; look at that target, and if it is the declared card type, that card cannot be activated this turn.",https://yugipedia.com/wiki/Chow_Len_the_Prophet,https://ms.yugipedia.com//thumb/f/f2/ChowLentheProphet-SBC1-EN-C-1E.png/300px-ChowLentheProphet-SBC1-EN-C-1E.png,4,,SBC1ENG03Chow Len the ProphetCommon,1
Anarchist Monk Ranshin,1725,1239,,SBC1,ENG04,Anarchist Monk Ranshin,Common,Monster,Effect,Spellcaster,,EARTH,4,1800,100,If this card is sent from your field to your GY by an opponent's card: Target 1 monster in your opponent's GY; banish that target.,https://yugipedia.com/wiki/Anarchist_Monk_Ranshin,https://ms.yugipedia.com//thumb/c/c9/AnarchistMonkRanshin-SBC1-EN-C-1E.png/300px-AnarchistMonkRanshin-SBC1-EN-C-1E.png,4,,SBC1ENG04Anarchist Monk RanshinCommon,1
"Mei-Kou, Master of Barriers",1726,1240,,SBC1,ENG05,"Mei-Kou, Master of Barriers",Common,Monster,Effect,Spellcaster,,LIGHT,4,1700,600,"You can Tribute this card, then target 1 face-up Continuous Spell/Trap on the field; destroy that target.","https://yugipedia.com/wiki/Mei-Kou,_Master_of_Barriers",https://ms.yugipedia.com//thumb/4/45/MeiKouMasterofBarriers-SBC1-EN-C-1E.png/300px-MeiKouMasterofBarriers-SBC1-EN-C-1E.png,4,,"SBC1ENG05Mei-Kou, Master of BarriersCommon",1
Kycoo the Ghost Destroyer,1727,498,,SBC1,ENG06,Kycoo the Ghost Destroyer,Common,Monster,Effect,Spellcaster,,DARK,4,1800,700,When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their GY; banish those targets. Your opponent cannot banish cards from either GY.,https://yugipedia.com/wiki/Kycoo_the_Ghost_Destroyer,https://ms.yugipedia.com//thumb/d/d8/KycootheGhostDestroyer-SBC1-EN-C-1E.png/300px-KycootheGhostDestroyer-SBC1-EN-C-1E.png,4,,SBC1ENG06Kycoo the Ghost DestroyerCommon,1
Legion the Fiend Jester,1728,4,,SBC1,ENG07,Legion the Fiend Jester,Common,Monster,Effect,Spellcaster,,DARK,4,1300,1500,"During your Main Phase, you can Tribute Summon 1 Spellcaster monster in Attack Position, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) If this card is sent from the field to the GY: You can add 1 Spellcaster Normal Monster from your Deck or GY to your hand. You can only use this effect of ""Legion the Fiend Jester"" once per turn.",https://yugipedia.com/wiki/Legion_the_Fiend_Jester,https://ms.yugipedia.com//thumb/d/da/LegiontheFiendJester-SBC1-EN-C-1E.png/300px-LegiontheFiendJester-SBC1-EN-C-1E.png,4,,SBC1ENG07Legion the Fiend JesterCommon,1
Double Coston,1729,6,,SBC1,ENG08,Double Coston,Common,Monster,Effect,Zombie,,DARK,4,1700,1650,This card can be treated as 2 Tributes for the Tribute Summon of a DARK monster.,https://yugipedia.com/wiki/Double_Coston,https://ms.yugipedia.com//thumb/5/5a/DoubleCoston-SBC1-EN-C-1E.png/300px-DoubleCoston-SBC1-EN-C-1E.png,4,,SBC1ENG08Double CostonCommon,1
Sealmaster Meisei,1730,1241,,SBC1,ENG09,Sealmaster Meisei,Common,Monster,Normal,Spellcaster,,DARK,3,1100,900,One of the few people who has a good command of Talismans. His history is a mystery.,https://yugipedia.com/wiki/Sealmaster_Meisei,https://ms.yugipedia.com//thumb/1/14/SealmasterMeisei-SBC1-EN-C-1E.png/300px-SealmasterMeisei-SBC1-EN-C-1E.png,4,,SBC1ENG09Sealmaster MeiseiCommon,1
Dark Magician (Arkana),1731,1187,,SBC1,ENG10,Dark Magician,Common,Monster,Normal,Spellcaster,,DARK,7,2500,2100,The ultimate wizard in terms of attack and defense.,https://yugipedia.com/wiki/Dark_Magician_(Arkana),https://ms.yugipedia.com//thumb/c/cc/DarkMagician-SBC1-EN-C-1E-G.png/300px-DarkMagician-SBC1-EN-C-1E-G.png,4,,SBC1ENG10Dark MagicianCommon,1
Anti-Magic Arrows,1732,1188,,SBC1,ENG11,Anti-Magic Arrows,Common,Spell,Quick-Play,,,,,,,"At the start of the Battle Phase: For the rest of this turn after this card resolves, neither player can activate Spell/Trap Cards, or their effects. Neither player can activate cards or effects in response to this card's activation.",https://yugipedia.com/wiki/Anti-Magic_Arrows,https://ms.yugipedia.com//thumb/4/47/AntiMagicArrows-SBC1-EN-C-1E.png/300px-AntiMagicArrows-SBC1-EN-C-1E.png,4,,SBC1ENG11Anti-Magic ArrowsCommon,1
Talisman of Trap Sealing,1733,1242,,SBC1,ENG12,Talisman of Trap Sealing,Common,Spell,Continuous,,,,,,,"Activate this card only if you control ""Sealmaster Meisei"". Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the field. If you do not control ""Sealmaster Meisei"", destroy this card.",https://yugipedia.com/wiki/Talisman_of_Trap_Sealing,https://ms.yugipedia.com//thumb/8/8e/TalismanofTrapSealing-SBC1-EN-C-1E.png/300px-TalismanofTrapSealing-SBC1-EN-C-1E.png,4,,SBC1ENG12Talisman of Trap SealingCommon,1
Dark Magic Curtain,1734,502,,SBC1,ENG13,Dark Magic Curtain,Common,Spell,Normal,,,,,,,"Pay half your LP; Special Summon 1 ""Dark Magician"" from your Deck. You cannot Summon other monsters the turn you activate this card (but you can Normal Set).",https://yugipedia.com/wiki/Dark_Magic_Curtain,https://ms.yugipedia.com//thumb/b/b0/DarkMagicCurtain-SBC1-EN-C-1E.png/300px-DarkMagicCurtain-SBC1-EN-C-1E.png,4,,SBC1ENG13Dark Magic CurtainCommon,1
Thousand Knives,1735,8,,SBC1,ENG14,Thousand Knives,Common,Spell,Normal,,,,,,,"If you control ""Dark Magician"": Target 1 monster your opponent controls; destroy that target.",https://yugipedia.com/wiki/Thousand_Knives,https://ms.yugipedia.com//thumb/b/bc/ThousandKnives-SBC1-EN-C-1E.png/300px-ThousandKnives-SBC1-EN-C-1E.png,4,,SBC1ENG14Thousand KnivesCommon,1
Dark Magic Attack,1736,10,,SBC1,ENG15,Dark Magic Attack,Common,Spell,Normal,,,,,,,"If you control ""Dark Magician"": Destroy all Spells and Traps your opponent controls.",https://yugipedia.com/wiki/Dark_Magic_Attack,https://ms.yugipedia.com//thumb/8/85/DarkMagicAttack-SBC1-EN-C-1E.png/300px-DarkMagicAttack-SBC1-EN-C-1E.png,4,,SBC1ENG15Dark Magic AttackCommon,1
Summoner's Art,1737,301,,SBC1,ENG16,Summoner's Art,Common,Spell,Normal,,,,,,,Add 1 Level 5 or higher Normal Monster from your Deck to your hand.,https://yugipedia.com/wiki/Summoner%27s_Art,https://ms.yugipedia.com//thumb/6/6c/SummonersArt-SBC1-EN-C-1E.png/300px-SummonersArt-SBC1-EN-C-1E.png,4,,SBC1ENG16Summoner's ArtCommon,1
Talisman of Spell Sealing,1738,1243,,SBC1,ENG17,Talisman of Spell Sealing,Common,Trap,Continuous,,,,,,,"Activate this card only if you control ""Sealmaster Meisei"". Spell Cards, and their effects on the field, cannot be activated. Negate all Spell effects on the field. If you do not control ""Sealmaster Meisei"", destroy this card.",https://yugipedia.com/wiki/Talisman_of_Spell_Sealing,https://ms.yugipedia.com//thumb/3/3b/TalismanofSpellSealing-SBC1-EN-C-1E.png/300px-TalismanofSpellSealing-SBC1-EN-C-1E.png,4,,SBC1ENG17Talisman of Spell SealingCommon,1
Birthright,1739,1244,,SBC1,ENG18,Birthright,Common,Trap,Continuous,,,,,,,"Activate this card by targeting 1 Normal Monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster leaves the field, destroy this card.",https://yugipedia.com/wiki/Birthright,https://ms.yugipedia.com//thumb/8/86/Birthright-SBC1-EN-C-1E.png/300px-Birthright-SBC1-EN-C-1E.png,4,,SBC1ENG18BirthrightCommon,1
Dark Renewal,1740,1189,,SBC1,ENG19,Dark Renewal,Common,Trap,Normal,,,,,,,"When your opponent Normal or Special Summons a monster(s): Target 1 of those monsters and 1 Spellcaster monster you control; send both monsters to the GY, then you can Special Summon 1 DARK Spellcaster monster from your Deck or GY.",https://yugipedia.com/wiki/Dark_Renewal,https://ms.yugipedia.com//thumb/7/7b/DarkRenewal-SBC1-EN-C-1E.png/300px-DarkRenewal-SBC1-EN-C-1E.png,4,,SBC1ENG19Dark RenewalCommon,1
Revival Jam,1741,1245,,SBC1,ENH02,Revival Jam,Common,Monster,Effect,Aqua,,WATER,4,1500,500,When this card is destroyed by battle and sent to the GY: You can pay 1000 LP; Special Summon it in Defense Position during your next Standby Phase.,https://yugipedia.com/wiki/Revival_Jam,https://ms.yugipedia.com//thumb/b/b8/RevivalJam-SBC1-EN-C-1E.png/300px-RevivalJam-SBC1-EN-C-1E.png,4,,SBC1ENH02Revival JamCommon,1
Humanoid Slime,1742,1246,,SBC1,ENH03,Humanoid Slime,Common,Monster,Normal,Aqua,,WATER,4,800,2000,This slime apparently has some human genes in its genetic makeup.,https://yugipedia.com/wiki/Humanoid_Slime,https://ms.yugipedia.com//thumb/c/c5/HumanoidSlime-SBC1-EN-C-1E.png/300px-HumanoidSlime-SBC1-EN-C-1E.png,4,,SBC1ENH03Humanoid SlimeCommon,1
Worm Drake,1743,1247,,SBC1,ENH04,Worm Drake,Common,Monster,Normal,Reptile,,EARTH,4,1400,1500,"Once this monster wraps itself around a victim, there is no escape.",https://yugipedia.com/wiki/Worm_Drake,https://ms.yugipedia.com//thumb/2/2d/WormDrake-SBC1-EN-C-1E.png/300px-WormDrake-SBC1-EN-C-1E.png,4,,SBC1ENH04Worm DrakeCommon,1
Reactor Slime,1744,1248,,SBC1,ENH05,Reactor Slime,Common,Monster,Effect,Aqua,,WATER,4,500,500,"During your Main Phase: You can activate this effect; Special Summon 2 ""Slime Tokens"" (Aqua/WATER/Level 1/ATK 500/DEF 500), also you cannot Normal or Special Summon monsters for the rest of this turn, except Divine-Beast monsters. During the Battle Phase (Quick Effect): You can Tribute this card; Set 1 ""Metal Reflect Slime"" from your hand, Deck, or GY. It can be activated this turn. You can only use each effect of ""Reactor Slime"" once per turn.",https://yugipedia.com/wiki/Reactor_Slime,https://ms.yugipedia.com//thumb/4/46/ReactorSlime-SBC1-EN-C-1E.png/300px-ReactorSlime-SBC1-EN-C-1E.png,4,,SBC1ENH05Reactor SlimeCommon,1
Muka Muka,1745,1249,,SBC1,ENH06,Muka Muka,Common,Monster,Effect,Rock,,EARTH,2,600,300,Gains 300 ATK/DEF for each card in your hand.,https://yugipedia.com/wiki/Muka_Muka,https://ms.yugipedia.com//thumb/3/3d/MukaMuka-SBC1-EN-C-1E.png/300px-MukaMuka-SBC1-EN-C-1E.png,4,,SBC1ENH06Muka MukaCommon,1
Enraged Muka Muka,1746,1250,,SBC1,ENH07,Enraged Muka Muka,Common,Monster,Effect,Rock,,EARTH,5,1200,600,Gains 400 ATK/DEF for each card in your hand.,https://yugipedia.com/wiki/Enraged_Muka_Muka,https://ms.yugipedia.com//thumb/4/49/EnragedMukaMuka-SBC1-EN-C-1E.png/300px-EnragedMukaMuka-SBC1-EN-C-1E.png,4,,SBC1ENH07Enraged Muka MukaCommon,1
Magical Reflect Slime,1747,1251,,SBC1,ENH08,Magical Reflect Slime,Common,Monster,Effect,Aqua,Gemini,WATER,3,700,1200,"This card is treated as a Normal Monster while face-up on the field or in the GY. While this card is a Normal Monster on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
● Your opponent takes any battle damage you would have taken from battles involving this card.",https://yugipedia.com/wiki/Magical_Reflect_Slime,https://ms.yugipedia.com//thumb/b/b4/MagicalReflectSlime-SBC1-EN-C-1E.png/300px-MagicalReflectSlime-SBC1-EN-C-1E.png,4,,SBC1ENH08Magical Reflect SlimeCommon,1
Sinister Serpent,1748,217,,SBC1,ENH09,Sinister Serpent,Common,Monster,Effect,Reptile,,WATER,1,300,250,"During your Standby Phase, if this card is in your GY: You can return it to your hand, also banish 1 ""Sinister Serpent"" from your GY during your opponent's next End Phase. You can only use this effect of ""Sinister Serpent"" once per turn.",https://yugipedia.com/wiki/Sinister_Serpent,https://ms.yugipedia.com//thumb/2/25/SinisterSerpent-SBC1-EN-C-1E.png/300px-SinisterSerpent-SBC1-EN-C-1E.png,4,,SBC1ENH09Sinister SerpentCommon,1
Mother Grizzly,1749,1127,,SBC1,ENH10,Mother Grizzly,Common,Monster,Effect,Beast-Warrior,,WATER,4,1400,1000,"When this card is destroyed by battle and sent to the GY: You can Special Summon 1 WATER monster with 1500 or less ATK from your Deck, in Attack Position.",https://yugipedia.com/wiki/Mother_Grizzly,https://ms.yugipedia.com//thumb/f/f1/MotherGrizzly-SBC1-EN-C-1E.png/300px-MotherGrizzly-SBC1-EN-C-1E.png,4,,SBC1ENH10Mother GrizzlyCommon,1
Jam Breeding Machine,1750,1252,,SBC1,ENH11,Jam Breeding Machine,Common,Spell,Continuous,,,,,,,"Once per turn, during your Standby Phase: Special Summon 1 ""Slime Token"" (Aqua/WATER/Level 1/ATK 500/DEF 500) in Attack Position. You cannot Summon any monsters, except ""Slime Tokens"" (but you can Set).",https://yugipedia.com/wiki/Jam_Breeding_Machine,https://ms.yugipedia.com//thumb/b/b2/JamBreedingMachine-SBC1-EN-C-1E.png/300px-JamBreedingMachine-SBC1-EN-C-1E.png,4,,SBC1ENH11Jam Breeding MachineCommon,1
Emergency Provisions,1751,1253,,SBC1,ENH12,Emergency Provisions,Common,Spell,Quick-Play,,,,,,,Send any number of other Spells/Traps you control to the GY; gain 1000 LP for each card sent to the GY this way.,https://yugipedia.com/wiki/Emergency_Provisions,https://ms.yugipedia.com//thumb/9/9e/EmergencyProvisions-SBC1-EN-C-1E.png/300px-EmergencyProvisions-SBC1-EN-C-1E.png,4,,SBC1ENH12Emergency ProvisionsCommon,1
Infinite Cards,1752,1254,,SBC1,ENH13,Infinite Cards,Common,Spell,Continuous,,,,,,,There is no limit to the hand size for each player.,https://yugipedia.com/wiki/Infinite_Cards,https://ms.yugipedia.com//thumb/6/64/InfiniteCards-SBC1-EN-C-1E.png/300px-InfiniteCards-SBC1-EN-C-1E.png,4,,SBC1ENH13Infinite CardsCommon,1
Token Sundae,1753,1255,,SBC1,ENH14,Token Sundae,Common,Spell,Normal,,,,,,,"Destroy as many Tokens you control as possible, then destroy cards on the field up to the number of Tokens destroyed by this effect.",https://yugipedia.com/wiki/Token_Sundae,https://ms.yugipedia.com//thumb/2/25/TokenSundae-SBC1-EN-C-1E.png/300px-TokenSundae-SBC1-EN-C-1E.png,4,,SBC1ENH14Token SundaeCommon,1
Polymerization,1754,93,,SBC1,ENH15,Polymerization,Common,Spell,Normal,,,,,,,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",https://yugipedia.com/wiki/Polymerization,https://ms.yugipedia.com//thumb/7/73/Polymerization-SBC1-EN-C-1E.png/300px-Polymerization-SBC1-EN-C-1E.png,4,,SBC1ENH15PolymerizationCommon,1
Jam Defender,1755,1256,,SBC1,ENH16,Jam Defender,Common,Trap,Continuous,,,,,,,"When an opponent's monster declares an attack on a monster you control: You can target 1 ""Revival Jam"" you control; switch the attack target to that target.",https://yugipedia.com/wiki/Jam_Defender,https://ms.yugipedia.com//thumb/a/a8/JamDefender-SBC1-EN-C-1E.png/300px-JamDefender-SBC1-EN-C-1E.png,4,,SBC1ENH16Jam DefenderCommon,1
Solemn Wishes,1756,1257,,SBC1,ENH17,Solemn Wishes,Common,Trap,Continuous,,,,,,,"Each time you draw a card(s), you gain 500 LP.",https://yugipedia.com/wiki/Solemn_Wishes,https://ms.yugipedia.com//thumb/5/57/SolemnWishes-SBC1-EN-C-1E.png/300px-SolemnWishes-SBC1-EN-C-1E.png,4,,SBC1ENH17Solemn WishesCommon,1
Token Stampede,1757,1258,,SBC1,ENH18,Token Stampede,Common,Trap,Continuous,,,,,,,"All Tokens in Attack Position gain 1000 ATK, also they cannot be destroyed by battle.",https://yugipedia.com/wiki/Token_Stampede,https://ms.yugipedia.com//thumb/0/0a/TokenStampede-SBC1-EN-C-1E.png/300px-TokenStampede-SBC1-EN-C-1E.png,4,,SBC1ENH18Token StampedeCommon,1
Humanoid Worm Drake,1758,1259,,SBC1,ENH19,Humanoid Worm Drake,Common,Monster,Fusion,Aqua,,WATER,7,2200,2000,"""Worm Drake"" + ""Humanoid Slime""",https://yugipedia.com/wiki/Humanoid_Worm_Drake,https://ms.yugipedia.com//thumb/0/04/HumanoidWormDrake-SBC1-EN-C-1E.png/300px-HumanoidWormDrake-SBC1-EN-C-1E.png,4,,SBC1ENH19Humanoid Worm DrakeCommon,1
Summoned Skull,1759,1190,,SBC1,ENI01,Summoned Skull,Common,Monster,Normal,Fiend,,DARK,6,2500,1200,"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.

(This card is always treated as an ""Archfiend"" card.)",https://yugipedia.com/wiki/Summoned_Skull,https://ms.yugipedia.com//thumb/6/66/SummonedSkull-SBC1-EN-C-1E.png/300px-SummonedSkull-SBC1-EN-C-1E.png,4,,SBC1ENI01Summoned SkullCommon,1
Brain Crusher,1760,1260,,SBC1,ENI02,Brain Crusher,Common,Monster,Effect,Insect,,DARK,7,2400,1500,"Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the GY this turn while you controlled it: You can target 1 of those destroyed monsters in the GY; Special Summon that target.",https://yugipedia.com/wiki/Brain_Crusher,https://ms.yugipedia.com//thumb/d/dd/BrainCrusher-SBC1-EN-C-1E.png/300px-BrainCrusher-SBC1-EN-C-1E.png,4,,SBC1ENI02Brain CrusherCommon,1
Chaos Command Magician,1761,1261,,SBC1,ENI03,Chaos Command Magician,Common,Monster,Effect,Spellcaster,,LIGHT,6,2400,1900,Negate any monster effects that target this 1 card.,https://yugipedia.com/wiki/Chaos_Command_Magician,https://ms.yugipedia.com//thumb/2/27/ChaosCommandMagician-SBC1-EN-C-1E.png/300px-ChaosCommandMagician-SBC1-EN-C-1E.png,4,,SBC1ENI03Chaos Command MagicianCommon,1
Cross-Sword Beetle,1762,1262,,SBC1,ENI04,Cross-Sword Beetle,Common,Monster,Effect,Insect,,WIND,4,1800,1200,"While you control another Insect monster, if an Insect monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",https://yugipedia.com/wiki/Cross-Sword_Beetle,https://ms.yugipedia.com//thumb/5/5c/CrossSwordBeetle-SBC1-EN-C-1E.png/300px-CrossSwordBeetle-SBC1-EN-C-1E.png,4,,SBC1ENI04Cross-Sword BeetleCommon,1
Gearfried the Red-Eyes Iron Knight,1763,1263,,SBC1,ENI05,Gearfried the Red-Eyes Iron Knight,Common,Monster,Effect,Warrior,,DARK,4,1800,1600,"Once per turn, if either player equips an Equip Card(s) to this card: You can destroy those Equip Cards, then you can destroy 1 Spell/Trap your opponent controls. Once per turn: You can send 1 Equip Card you control that is equipped to this card to the GY, then target 1 Level 7 or lower ""Red-Eyes"" monster in your GY; Special Summon it.",https://yugipedia.com/wiki/Gearfried_the_Red-Eyes_Iron_Knight,https://ms.yugipedia.com//thumb/e/e4/GearfriedtheRedEyesIronKnight-SBC1-EN-C-1E.png/300px-GearfriedtheRedEyesIronKnight-SBC1-EN-C-1E.png,4,,SBC1ENI05Gearfried the Red-Eyes Iron KnightCommon,1
Goblin Attack Force,1764,1191,,SBC1,ENI06,Goblin Attack Force,Common,Monster,Effect,Warrior,,EARTH,4,2300,0,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.",https://yugipedia.com/wiki/Goblin_Attack_Force,https://ms.yugipedia.com//thumb/a/a5/GoblinAttackForce-SBC1-EN-C-1E.png/300px-GoblinAttackForce-SBC1-EN-C-1E.png,4,,SBC1ENI06Goblin Attack ForceCommon,1
Maiden of Macabre,1765,1264,,SBC1,ENI07,Maiden of Macabre,Common,Monster,Effect,Spellcaster,,DARK,4,1700,0,If this card destroys an opponent's monster by battle: Place 1 Spell Counter on it. Gains 200 ATK for each Spell Counter on it.,https://yugipedia.com/wiki/Maiden_of_Macabre,https://ms.yugipedia.com//thumb/c/c3/MaidenofMacabre-SBC1-EN-C-1E.png/300px-MaidenofMacabre-SBC1-EN-C-1E.png,4,,SBC1ENI07Maiden of MacabreCommon,1
Magical Marionette,1766,1265,,SBC1,ENI08,Magical Marionette,Common,Monster,Effect,Spellcaster,,DARK,5,2000,1000,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. Gains 200 ATK for each Spell Counter on it. You can remove 2 Spell Counters from this card, then target 1 monster on the field; destroy it.",https://yugipedia.com/wiki/Magical_Marionette,https://ms.yugipedia.com//thumb/e/ef/MagicalMarionette-SBC1-EN-C-1E.png/300px-MagicalMarionette-SBC1-EN-C-1E.png,4,,SBC1ENI08Magical MarionetteCommon,1
